matrix,split_step,classes,geometry,target_regions,state_count,observation_count,singular_index,singular_value,singular_value_normalized,energy_fraction,cumulative_energy_fraction
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,84,3.0819676421284846e-10,0.004962035383869282,1.3317727699681595e-05,0.9997520196531103
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,85,3.0173893563715804e-10,0.004858062929851538,1.2765466480356655e-05,0.9997647851195907
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,86,2.9908815946333444e-10,0.00481538485306243,1.254216245632391e-05,0.9997773272820469
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,87,2.8455932529241397e-10,0.004581467441805356,1.135323497242733e-05,0.9997886805170194
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,88,2.8152946092139766e-10,0.004532685962039641,1.1112753445083543e-05,0.9997997932704645
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,89,2.778599335699596e-10,0.004473605768234178,1.0824948442257259e-05,0.9998106182189068
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,90,2.7329011642378095e-10,0.004400030711613886,1.0471811903964361e-05,0.9998210900308107
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,91,2.6028440323107036e-10,0.004190635881595113,9.498833421116279e-06,0.9998305888642319
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,92,2.5695095431294424e-10,0.004136966624150738,9.257089261360574e-06,0.9998398459534933
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,93,2.512795584527144e-10,0.0040456559090422724,8.852955922746983e-06,0.999848698909416
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,94,2.4378863304262557e-10,0.003925050369792952,8.332990484188543e-06,0.9998570318999
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,95,2.3588788191823537e-10,0.0037978465468115597,7.801628085283819e-06,0.9998648335279854
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,96,2.349824361414762e-10,0.003783268671557324,7.741850585875257e-06,0.9998725753785712
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,97,2.306555790187821e-10,0.003713605324511515,7.459365863157315e-06,0.9998800347444343
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,98,2.234089362021614e-10,0.0035969327885029914,6.998018119840962e-06,0.9998870327625542
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,99,2.164708305939897e-10,0.003485227769105079,6.570111629518611e-06,0.9998936028741836
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,100,2.107003631177542e-10,0.0033923219792870766,6.224501122298034e-06,0.9998998273753059
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,101,2.061956728148507e-10,0.0033197954791031135,5.9611915269080496e-06,0.9999057885668328
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,102,2.0359090586134115e-10,0.0032778581608348353,5.811533303598834e-06,0.9999116001001362
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,103,1.9789030555060367e-10,0.003186077247678848,5.490640631622274e-06,0.9999170907407678
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,104,1.9616776203926282e-10,0.0031583439199933416,5.395469681352816e-06,0.9999224862104492
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,105,1.92741026665516e-10,0.003103172730188295,5.20861572112773e-06,0.9999276948261703
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,106,1.8571655099058414e-10,0.0029900771338047176,4.835876494591719e-06,0.9999325307026649
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,107,1.7727427268292048e-10,0.0028541546046046114,4.406212172559326e-06,0.9999369369148374
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,108,1.6884408469017868e-10,0.0027184267321219355,3.997106148148044e-06,0.9999409340209856
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,109,1.6726169835912244e-10,0.00269294996572659,3.92253643212234e-06,0.9999448565574178
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,110,1.6483013912611906e-10,0.0026538013296824943,3.8093180261389744e-06,0.999948665875444
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,111,1.566119030854969e-10,0.002521485930036073,3.438931422238776e-06,0.9999521048068662
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,112,1.5230422618724666e-10,0.0024521313888033426,3.2523546020893186e-06,0.9999553571614683
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,113,1.4629924899248295e-10,0.002355449941170858,3.0009459603989036e-06,0.9999583581074287
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,114,1.4100089294601953e-10,0.002270145248741537,2.7875181733929455e-06,0.9999611456256021
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,115,1.388008022754338e-10,0.0022347233072326778,2.701207421040778e-06,0.9999638468330232
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,116,1.3665483694659855e-10,0.0022001727955768087,2.618327686704845e-06,0.9999664651607099
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,117,1.3341721592952125e-10,0.002148046388320951,2.49573074464774e-06,0.9999689608914544
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,118,1.310429558870726e-10,0.002109820281790511,2.4076942907607458e-06,0.9999713685857452
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,119,1.2751512223739148e-10,0.0020530213876073368,2.2798032296302195e-06,0.9999736483889747
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,120,1.2529002258139445e-10,0.002017196795957609,2.2009336808792204e-06,0.9999758493226556
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,121,1.2018180768041895e-10,0.0019349534176022693,2.02512318380827e-06,0.9999778744458394
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,122,1.175798022640983e-10,0.001893060560687374,1.93838228649393e-06,0.9999798128281259
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,123,1.1476992187943271e-10,0.0018478208712676574,1.8468437477813223e-06,0.9999816596718736
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,124,1.1015614530446162e-10,0.001773538058218839,1.7013412894900296e-06,0.9999833610131632
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,125,1.0629968016767827e-10,0.0017114481251390694,1.584301732428528e-06,0.9999849453148957
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,126,1.0091499315339445e-10,0.0016247534852255727,1.427859158803212e-06,0.9999863731740546
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,127,9.719970494725245e-11,0.0015649365316399832,1.3246583294640922e-06,0.999987697832384
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,128,9.526598239556082e-11,0.001533803175166931,1.2724762407739366e-06,0.9999889703086247
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,129,8.963865568718924e-11,0.0014432019830523761,1.1265867809140064e-06,0.9999900968954055
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,130,8.792172975062423e-11,0.001415559099550735,1.0838431292590948e-06,0.9999911807385348
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,131,8.16746431772806e-11,0.001314979637912982,9.352946993177317e-07,0.9999921160332342
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,132,8.086247946713524e-11,0.0013019036243554463,9.167862459633818e-07,0.9999930328194802
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,133,7.498116787641713e-11,0.0012072132200248251,7.882761422392781e-07,0.9999938210956223
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,134,7.149521432537637e-11,0.0011510886045994569,7.166843586434183e-07,0.9999945377799809
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,135,6.732184627360485e-11,0.0010838964652021134,6.354567789972605e-07,0.99999517323676
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,136,6.424583646054043e-11,0.0010343720337158257,5.787139579279333e-07,0.999995751950718
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,137,6.07155454960337e-11,0.0009775335762259266,5.16861024382742e-07,0.9999962688117423
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,138,5.919258517276245e-11,0.0009530135815673134,4.91256824846122e-07,0.9999967600685673
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,139,5.510473834903491e-11,0.0008871983526664511,4.2574726882398423e-07,0.9999971858158362
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,140,5.4288207698677025e-11,0.000874052030415347,4.1322347839793503e-07,0.9999975990393146
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,141,5.138684145141524e-11,0.000827339398576895,3.7023530476438606e-07,0.9999979692746194
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,142,4.8298689226297354e-11,0.0007776194715979511,3.2707298214075146e-07,0.9999982963476015
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,143,4.635916796200487e-11,0.0007463927545823901,3.013319951087428e-07,0.9999985976795968
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,144,4.1779374667354737e-11,0.0006726570797874182,2.4473599698283005e-07,0.9999988424155937
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,145,3.9365982287300115e-11,0.0006338009340534511,2.1727820606668447e-07,0.9999990596937998
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,146,3.811773301816258e-11,0.0006137038475146977,2.037173927094463e-07,0.9999992634111924
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,147,3.432531333943381e-11,0.0005526450603324348,1.6519732181327383e-07,0.9999994286085142
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,148,2.9041235334352985e-11,0.00046757024749556674,1.1825081800759458e-07,0.9999995468593322
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,149,2.627819926828419e-11,0.0004230847618618769,9.682002369874863e-08,0.9999996436793559
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,150,2.5294111400772806e-11,0.0004072407317277527,8.97042119658253e-08,0.999999733383568
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,151,2.004975959337408e-11,0.0003228055193716639,5.636276894198271e-08,0.9999997897463369
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,152,1.9602848642467655e-11,0.00031561015521039436,5.387811026460915e-08,0.9999998436244473
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,153,1.7608133625808368e-11,0.0002834948066969912,4.347110023852415e-08,0.9999998870955473
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,154,1.510647865738512e-11,0.00024321761396509214,3.1996351883462544e-08,0.9999999190918993
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,155,1.2287521779305191e-11,0.00019783179101409581,2.1169109174186632e-08,0.9999999402610086
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,156,1.0775405969941589e-11,0.00017348639540381468,1.6279507582509305e-08,0.9999999565405162
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,157,9.378668637014083e-12,0.0001509986185264072,1.2332648826924897e-08,0.999999968873165
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,158,7.516499708407448e-12,0.00012101729105177288,7.921460689526853e-09,0.9999999767946258
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,159,7.425541312740234e-12,0.00011955284096608348,7.730902903909337e-09,0.9999999845255286
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,160,5.907182404826134e-12,9.510693010220557e-05,4.892544047437193e-09,0.9999999894180728
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,161,5.31171957124129e-12,8.55198481042049e-05,3.955890473391986e-09,0.9999999933739632
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,162,4.445999440983797e-12,7.158156445662298e-05,2.771486637161126e-09,0.9999999961454498
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,163,3.333323284146752e-12,5.366723470979908e-05,1.5578615317602127e-09,0.9999999977033114
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,164,3.1271393214174415e-12,5.0347627765637106e-05,1.3710978268031086e-09,0.9999999990744092
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,165,1.993088654208326e-12,3.208916372184879e-05,5.569641157949409e-10,0.9999999996313733
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,166,1.2340588044933774e-12,1.98686169509637e-05,2.1352350569297162e-10,0.9999999998448967
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,167,8.191042788667125e-13,1.3187758233595098e-05,9.407026570201912e-11,0.9999999999389672
basis-projected,axis-parallel,ocean-land,row-column,500,500,168,168,6.597711281104604e-13,1.0622459620239503e-05,6.103242060604625e-11,0.9999999999999996
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,1,1.5085225554623567e-07,1.0,0.6075010592647402,0.6075010592647402
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,2,8.371072166709106e-08,0.5549185947798707,0.187070624135037,0.7945716833997772
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,3,6.685473650605157e-08,0.44318022467725604,0.11931850031240006,0.9138901837121772
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,4,3.2476926836757594e-08,0.21528963368269646,0.028157447117046937,0.942047630829224
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,5,2.3435943793450818e-08,0.15535693323635977,0.014662509914225838,0.95671014074345
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,6,2.215421087036077e-08,0.1468603223076806,0.013102555064175339,0.9698126958076253
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,7,1.830001095669292e-08,0.12131082091168358,0.008940177115160809,0.9787528729227861
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,8,1.5338264976242923e-08,0.10167739899349268,0.006280524231634499,0.9850333971544206
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,9,1.250294496494826e-08,0.08288205515837417,0.004173189079920386,0.9892065862343411
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,10,1.0427040410488898e-08,0.06912087839013482,0.0029024552772196946,0.9921090415115609
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,11,1.0092443933440913e-08,0.06690283746103892,0.002719168459913477,0.9948282099714744
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,12,7.833425805728932e-09,0.05192780033261097,0.0016381244480890922,0.9964663344195634
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,13,6.652021348904439e-09,0.04409626707149644,0.0011812741272766679,0.9976476085468402
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,14,6.063705189835253e-09,0.04019631770090935,0.0009815661652034086,0.9986291747120436
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,15,4.426026645431468e-09,0.029340142309472506,0.0005229636119362537,0.9991521383239798
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,16,2.94366120022608e-09,0.01951353786237461,0.00023132313548797256,0.9993834614594678
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,17,2.2801896893116044e-09,0.015115383466127456,0.00013879869354212616,0.99952226015301
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,18,2.1890231463327474e-09,0.014511040212201665,0.0001279216730340627,0.999650181826044
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,19,2.1122053412267655e-09,0.014001814779490534,0.00011910107906960728,0.9997692829051136
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,20,1.649516742835835e-09,0.010934650840074871,7.26368294667395e-05,0.9998419197345805
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,21,1.3814833098935612e-09,0.009157856505964816,5.0948887825336456e-05,0.9998928686224058
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,22,1.2300104848964144e-09,0.008153742749437516,4.038880932423237e-05,0.9999332574317301
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,23,1.0068183070979828e-09,0.006674201213977849,2.7061111505540445e-05,0.9999603185432356
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,24,7.95473775667742e-10,0.0052731977575498174,1.6892547818130147e-05,0.9999772110910536
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,25,6.481147241698267e-10,0.004296354216402033,1.12136552309305e-05,0.9999884247462847
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,26,4.72765533461773e-10,0.0031339639685856215,5.966711473821152e-06,0.9999943914577586
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,27,2.6829886442866403e-10,0.001778553880133608,1.9216800977303498e-06,0.9999963131378563
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,28,2.2255548287731838e-10,0.0014753208831478554,1.322269618328857e-06,0.9999976354074745
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,29,1.775520689550029e-10,0.0011769931335271538,8.415790155078584e-07,0.9999984769864901
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,30,1.292897954243305e-10,0.0008570623949650103,4.4624351702358553e-07,0.9999989232300072
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,31,1.1945931168506306e-10,0.0007918960923222605,3.8096356254322933e-07,0.9999993041935696
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,32,8.45829705869972e-11,0.0005607007351711279,1.909894115283052e-07,0.9999994951829811
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,33,7.619396878752418e-11,0.0005050900201102462,1.5498319674740125e-07,0.9999996501661779
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,34,6.827169091661207e-11,0.00045257321920312316,1.2442989709574808e-07,0.9999997745960749
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,35,6.489442813936099e-11,0.0004301853353427061,1.1242379534385064e-07,0.9999998870198704
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,36,4.0027714351794565e-11,0.00026534382404064363,4.2772536641099034e-08,0.999999929792407
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,37,3.477081602079049e-11,0.0002304958311354739,3.227551564074572e-08,0.9999999620679227
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,38,2.259457722424481e-11,0.00014977951202936872,1.3628619364373267e-08,0.9999999756965421
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,39,1.855011633573143e-11,0.0001229687701291671,9.1862169619305e-09,0.999999984882759
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,40,1.3952569233212456e-11,9.249161825714992e-05,5.196988976245994e-09,0.9999999900797478
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,41,1.3148790224184603e-11,8.716336508574475e-05,4.615460267153772e-09,0.9999999946952081
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,42,9.7593859390635e-12,6.469499513762514e-05,2.5426606889748858e-09,0.9999999972378687
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,43,8.995233259332959e-12,5.9629425007675484e-05,2.160072274892278e-09,0.999999999397941
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,44,3.981799741793435e-12,2.639536099328013e-05,4.232551502998066e-10,0.9999999998211961
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,45,2.4274232662856608e-12,1.6091395236325546e-05,1.5730207217446927e-10,0.9999999999784981
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,46,6.563165024082517e-13,4.350723825982788e-06,1.1499264720167485e-11,0.9999999999899973
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,47,4.537297650693817e-13,3.0077758096915906e-06,5.49588914059634e-12,0.9999999999954933
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,48,3.3284219540638053e-13,2.2064117914654953e-06,2.9574688503309127e-12,0.9999999999984507
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,49,2.3929119306326426e-13,1.5862619501232607e-06,1.5286105523038886e-12,0.9999999999999792
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,50,2.7441149890451825e-14,1.819074550200624e-07,2.0102405782976227e-14,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,51,1.6589032096864264e-15,1.0996873753591166e-08,7.346585175228694e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,52,1.3131184210330816e-15,8.704665477345915e-09,4.6031084913304034e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,53,1.20888188813133e-15,8.013681225739525e-09,3.901316324858464e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,54,1.1805975537210495e-15,7.826184298312999e-09,3.7208929986806523e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,55,1.131891262763917e-15,7.503310167059427e-09,3.420210519008005e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,56,1.0986787561404635e-15,7.28314437303009e-09,3.2224402802570126e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,57,1.0784191905908241e-15,7.1488436595519945e-09,3.1046928278492874e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,58,1.0430883820267233e-15,6.914635636369524e-09,2.904595363089172e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,59,1.0072304816054524e-15,6.6769335198752785e-09,2.708327277006546e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,60,9.698785326982322e-16,6.429327352026023e-09,2.511181578223462e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,61,9.45448311079693e-16,6.267379348464011e-09,2.386266827572904e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,62,9.2883223416025e-16,6.157231330727874e-09,2.3031274986821616e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,63,9.036092513213247e-16,5.990028110944432e-09,2.1797403344598526e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,64,8.74515843805653e-16,5.797167835767739e-09,2.0416382210380678e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,65,8.403141572519966e-16,5.5704447653713955e-09,1.8850669710893726e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,66,8.059726247370634e-16,5.342794655728802e-09,1.7341393987663866e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,67,7.8210417372927e-16,5.184570631027508e-09,1.6329490344374e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,68,7.742278222691021e-16,5.132358276418374e-09,1.6002247049793522e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,69,7.497792359298568e-16,4.970288533074351e-09,1.500756528980181e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,70,7.318511471548509e-16,4.85144318528629e-09,1.4298449276772517e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,71,7.162811419776251e-16,4.748229579889095e-09,1.3696526998923526e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,72,7.051065983833628e-16,4.674153500921637e-09,1.3272507544742994e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,73,6.662959098376695e-16,4.4168773441604404e-09,1.1851619990054618e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,74,6.52387205150314e-16,4.324676504093502e-09,1.1361987131768013e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,75,6.304045498199719e-16,4.178953423913209e-09,1.060918691806633e-17,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,76,5.894474032962335e-16,3.907448391552687e-09,9.275419079599516e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,77,5.65463246056973e-16,3.748457349937737e-09,8.535956380020984e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,78,5.446471175262798e-16,3.6104671789898922e-09,7.91906380773435e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,79,5.287226445382376e-16,3.5049038055396262e-09,7.462756054176876e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,80,4.982178787053409e-16,3.302687632354552e-09,6.6264670043117435e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,81,4.883431937341843e-16,3.2372283196289954e-09,6.366396770716103e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,82,4.721294168052751e-16,3.1297471495914698e-09,5.950665587212528e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,83,4.609279437713014e-16,3.055492555297117e-09,5.671651003284165e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,84,4.4385820907090537e-16,2.9423372389341866e-09,5.259348340202385e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,85,4.2490901631885983e-16,2.816722990188415e-09,4.8198699092301075e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,86,4.0226761314564633e-16,2.6666330688197946e-09,4.319898676021347e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,87,3.856494126595419e-16,2.556470973954657e-09,3.970349806079797e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,88,3.626171794009401e-16,2.4037902389188955e-09,3.510267184629949e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,89,3.4898463085265797e-16,2.313420038626439e-09,3.2512923762263658e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,90,3.3348337779154724e-16,2.2106621911883565e-09,2.9688742757121742e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,91,3.2398017024596073e-16,2.1476654032969497e-09,2.802078396668403e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,92,3.04450922997884e-16,2.018205971766666e-09,2.4744461863181775e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,93,2.5348389779287035e-16,1.6803454272195383e-09,1.715316149425749e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,94,2.3617442713675183e-16,1.5656009005736427e-09,1.4890496006456286e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,95,2.2716237529438454e-16,1.5058599851346611e-09,1.377578086112947e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,96,2.1438975646401936e-16,1.4211902612109745e-09,1.2270195578093574e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,97,1.9495113530841006e-16,1.2923315902867507e-09,1.0146002396964701e-18,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,98,1.6437472931753366e-16,1.0896405143054252e-09,7.212960013100447e-19,0.9999999999999993
basis-projected,axis-parallel,ocean-land,lat-lon-metres,50,50,168,99,1.5740426046516214e-16,1.0434332578933054e-09,6.614185787119113e-19,0.9999999999999993
